File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,label
main/org/apache/tools/ant/filters/BaseParamFilterReader.java,1,1,1,1,9,0,3,5,0,0,0,1,0,0,4,0,4,4,1,4,0,0,0,1,3,0,74,7,22,12,5,45,0,0,0,10,15,10,5,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2.05,4,4,4,4,0,0,0
main/org/apache/tools/ant/filters/ChainableReader.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,37,2,5,4,0,30,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00,0,0,0,0,0,0,0
main/org/apache/tools/ant/filters/ClassConstants.java,4,4,4,3,26,0,16,8,0,0,0,1,0,1,4,0,4,4,1,4,0,0,0,0,4,0,164,11,80,32,45,73,0,0,0,36,50,24,26,0,0,0,0,0,13,13,15,9,0,0,5,0,0,0.91,16,16,18,12,0,0,0
main/org/apache/tools/ant/filters/ConcatFilter.java,2,2,2,1,16,0,8,7,0,0,0,1,0,0,9,0,9,9,4,9,0,0,1,0,8,0,218,19,93,26,47,106,0,0,0,41,67,25,42,0,0,0,0,0,9,9,9,5,0,0,3,0,0,1.14,24,24,24,13,0,0,0
main/org/apache/tools/ant/filters/EscapeUnicode.java,1,1,1,1,14,0,7,6,0,0,0,1,0,0,5,0,5,5,1,5,0,0,1,0,4,0,123,10,45,16,22,68,0,0,0,22,32,14,18,0,0,0,0,0,5,5,5,1,0,0,3,0,0,1.51,9,9,9,5,0,0,0
main/org/apache/tools/ant/filters/ExpandProperties.java,2,2,2,1,15,0,8,6,0,0,0,2,0,1,6,0,6,6,3,6,0,0,0,0,6,0,141,11,67,29,33,63,0,0,0,34,46,27,19,0,0,0,0,0,6,6,6,3,0,0,1,0,0,0.94,12,12,12,8,0,0,0
main/org/apache/tools/ant/filters/FixCrLfFilter.java,2,1,2,1,12,0,8,3,0,0,0,10,3,22,58,0,58,55,22,58,0,2,4,0,52,0,1003,118,574,140,373,312,0,0,0,274,394,141,253,0,0,0,0,0,21,12,22,8,0,0,5,0,0,0.54,137,115,154,81,0,0,0
main/org/apache/tools/ant/filters/HeadFilter.java,2,2,2,2,14,0,8,6,0,0,0,1,0,3,10,0,10,10,7,10,0,0,4,0,6,0,222,24,98,30,56,100,0,0,0,49,74,30,44,0,0,0,0,0,6,6,7,5,0,0,3,0,0,1.02,23,23,24,21,0,0,0
main/org/apache/tools/ant/filters/LineContains.java,1,1,2,1,12,0,6,6,0,0,0,2,0,2,12,0,12,12,4,12,0,0,3,0,9,0,244,24,94,34,47,126,0,0,0,45,71,34,37,0,0,0,0,0,8,8,9,5,0,0,3,0,0,1.34,23,23,24,16,0,0,0
main/org/apache/tools/ant/filters/LineContainsRegExp.java,2,2,2,1,13,0,7,6,0,0,0,1,0,3,12,0,12,12,4,12,0,0,3,0,9,0,251,23,106,40,58,122,0,0,0,54,80,39,41,0,0,0,0,0,8,8,9,5,0,0,3,0,0,1.15,24,24,25,16,0,0,0
